panel,markerstring,gating hierarchy,public_population_name,presented on webpage as,ancestral population,fraction_name,population_for_backcounts_within_panel,population_for_backcounts_P6,complex_cases
P4,CD19+IgM+CD27+IgD+CD38-,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/IgMp_CD27p_4/CD27p_IgMp_IgDp_4 | Count,Natural_effector_B,"fraction, counts per ml of blood",Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,CD27p_IgMp_IgDp_4/B_4,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P4,CD19+CD38+++CD27+++,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/Plasmablast_4 | Count,Plasmablasts,"fraction, counts per ml of blood",Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Plasmablast_4/B_4,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P4,CD19+CD38++CD24++,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4 | Count,Transitional_B_cells,"fraction, counts per ml of blood",Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Transitional_4/B_4,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P4,CD19+CD38+++CD24+++,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4/T1_4 | Count,T1_transitional_B_cells,"fraction, counts per ml of blood",Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4 | Count,T1_4/Transitional_4,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P4,CD19+CD38++CD24++,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4/T2_4 | Count,T2_transitional_B_cells,"fraction, counts per ml of blood",Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4 | Count,T2_4/Transitional_4,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Count,Time_06/Cells_06/Singlets1_06/Singlets2_06/CD45p_06/Lymphocytes_06/B_06 | Count,NA
P4,CD19+HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4 | Median (HLA_DR),HLA_DR_MFI_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD5-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/CD19p_CD5n_4 | Median (HLA_DR),HLA_DR_MFI_CD5n_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD5+HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/CD19p_CD5p_4 | Median (HLA_DR),HLA_DR_MFI_CD5p_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM-CD27-IgG-CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/CD27_var/CD19p_IgMn_CD27n_IgGn_4 | Median (HLA_DR),HLA_DR_MFI_CD27n_IgGn_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM-CD27-IgG+CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/CD27_var/CD19p_IgMn_CD27n_IgGp_4 | Median (HLA_DR),HLA_DR_MFI_CD27n_IgGp_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM-CD27+IgG-CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/CD27_var/CD19p_IgMn_CD27p_IgGn_4 | Median (HLA_DR),HLA_DR_MFI_CD27p_IgGn_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM-CD27+IgG+CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/CD27_var/CD19p_IgMn_CD27p_IgGp_4 | Median (HLA_DR),HLA_DR_MFI_class_switch_memory_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM+CD27-CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/IgMp_CD27n_4 | Median (HLA_DR),HLA_DR_MFI_naïve_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM+CD27+CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/IgMp_CD27p_4 | Median (HLA_DR),HLA_DR_MFI_IgM_memory_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM+CD27+IgD-CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/IgMp_CD27p_4/CD27p_IgMp_IgDn_4 | Median (HLA_DR),HLA_DR_MFI_IgMp_IgDn_memory_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+IgM+CD27+IgD+CD38-HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/non_plasmablast/IgMp_CD27p_4/CD27p_IgMp_IgDp_4 | Median (HLA_DR),HLA_DR_MFI_natural_effector_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD38+++CD27+++HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/non_trans/Plasmablast_4 | Median (HLA_DR),HLA_DR_MFI_plasmablasts,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD38++CD24++HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4 | Median (HLA_DR),HLA_DR_MFI_transitional_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD38+++CD24+++HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4/T1_4 | Median (HLA_DR),HLA_DR_MFI_T1_transitional_B_cells,median intensity,NA,NA,NA,NA,NA
P4,CD19+CD38++CD24++HLADR+MFI,Time_4/Cells_4/Singlets1_4/Singlets2_4/Live_4/B_4/Transitional_4/T2_4 | Median (HLA_DR),HLA_DR_MFI_T2_transitional_B_cells,median intensity,NA,NA,NA,NA,NA
P7,single,Time_7/Cells_7/Singlets1_7/Singlets2_7 | Count,singlets,"fraction, counts per ml of blood",NA,NA,NA,NA,NA
P7,CD3+CD4-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD4nT_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7 | Count,CD3p_CD4n_T_7/Singlets2_7,NA,NA,NA
P7,CD3+CD4-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_PD1n_7 | Count,CD4nT_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_PD1n_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_PD1p_7 | Count,CD4nT_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_PD1p_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-TIM3-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_TIM3n_PD1n_7 | Count,CD4nT_TIM3n_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_TIM3n_PD1n_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-TIM3-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_TIM3n_PD1p_7 | Count,CD4nT_TIM3n_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_TIM3n_PD1p_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-TIM3+PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_TIM3p_PD1n_7 | Count,CD4nT_TIM3p_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_TIM3p_PD1n_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-TIM3+PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD3p_CD4n_TIM3p_PD1p_7 | Count,CD4nT_TIM3p_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD3p_CD4n_TIM3p_PD1p_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-CD45RA-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4nT_memory_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD4n_CD45RAn_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-CD45RA-CXCR3-CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_CXCR3n_CCR6n_7 | Count,CD4nT_memory_CXCR3n_CCR6n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_CXCR3n_CCR6n_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-CXCR3-CCR6+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_CXCR3n_CCR6p_7 | Count,CD4nT_memory_CXCR3n_CCR6p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_CXCR3n_CCR6p_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-CXCR3+CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_CXCR3p_CCR6n_7 | Count,CD4nT_memory_CXCR3p_CCR6n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_CXCR3p_CCR6n_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-CXCR3+CCR6+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_CXCR3p_CCR6p_7 | Count,CD4nT_memory_CXCR3p_CCR6p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_CXCR3p_CCR6p_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_PD1n_7 | Count,CD4nT_memory_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_PD1n_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_PD1p_7 | Count,CD4nT_memory_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_PD1p_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-TIM3-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_TIM3n_PD1n_7 | Count,CD4nT_memory_TIM3n_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_TIM3n_PD1n_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-TIM3-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_TIM3n_PD1p_7 | Count,CD4nT_memory_TIM3n_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_TIM3n_PD1p_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-TIM3+PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_TIM3p_PD1n_7 | Count,CD4n_memory_TIM3p_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_TIM3p_PD1n_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA-TIM3+PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7/CD4n_CD45RAn_TIM3p_PD1p_7 | Count,CD4nT_memory_TIM3p_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAn_7 | Count,CD4n_CD45RAn_TIM3p_PD1p_7/CD4n_CD45RAn_7,NA,NA,NA
P7,CD3+CD4-CD45RA+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4nT_naïve_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7 | Count,CD4n_CD45RAp_7/CD3p_CD4n_T_7,NA,NA,NA
P7,CD3+CD4-CD45RA+CXCR3-CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_CXCR3n_CCR6n_7 | Count,CD4nT_naïve_CXCR3n_CCR6n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_CXCR3n_CCR6n_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+CXCR3-CCR6+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_CXCR3n_CCR6p_7 | Count,CD4nT_naïve_CXCR3n_CCR6p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_CXCR3n_CCR6p_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+CXCR3+CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_CXCR3p_CCR6n_7 | Count,CD4nT_naïve_CXCR3p_CCR6n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_CXCR3p_CCR6n_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+CXCR3+CCR6+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_CXCR3p_CCR6p_7 | Count,CD4nT_naïve_CXCR3p_CCR6p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_CXCR3p_CCR6p_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_PD1n_7 | Count,CD4nT_naïve_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_PD1n_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_PD1p_7 | Count,CD4nT_naïve_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_PD1p_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+TIM3-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_TIM3n_PD1n_7 | Count,CD4nT_naïve_TIM3n_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_TIM3n_PD1n_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+TIM3-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_TIM3n_PD1p_7 | Count,CD4nT_naïve_TIM3n_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_TIM3n_PD1p_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+TIM3+PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_TIM3p_PD1n_7 | Count,CD4nT_naïve_TIM3p_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_TIM3p_PD1n_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4-CD45RA+TIM3+PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7/CD4n_CD45RAp_TIM3p_PD1p_7 | Count,CD4nT_naïve_TIM3p_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4n_T_7/CD4n_CD45RAp_7 | Count,CD4n_CD45RAp_TIM3p_PD1p_7/CD4n_CD45RAp_7,NA,NA,NA
P7,CD3+CD4+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7 | Count,CD4pT_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7 | Count,CD3p_CD4p_T_7/Singlets2_7,NA,NA,NA
P7,CD3+CD4+CD45RA-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7 | Count,CD4pT_memory_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7 | Count,CD4p_CD45RAn_7/CD3p_CD4p_T_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6n_7 | Count,Th2_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6n_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6n_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6n_7/CD4p_CD45RAn_CXCR3n_CCR6n_PD1n_7 | Count,Th2_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6n_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6n_PD1n_7/CD3p_CD4p_T_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6n_7/CD4p_CD45RAn_CXCR3n_CCR6n_PD1p_7 | Count,Th2_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6n_PD1p_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6p_7 | Count,Th17_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6p_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6+PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6p_7/CD4p_CD45RAn_CXCR3n_CCR6p_PD1n_7 | Count,Th17_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6p_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6p_PD1n_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3-CCR6+PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6p_7/CD4p_CD45RAn_CXCR3n_CCR6p_PD1p_7 | Count,Th17_PD1p,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3n_CCR6p_7 | Count,CD4p_CD45RAn_CXCR3n_CCR6p_PD1p_7/CD4p_CD45RAn_CXCR3n_CCR6p_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3+CCR6-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7 | Count,Th1_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7 | Count,CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3+CCR6-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_CXCR3p_CCR6n_PD1n_7 | Count,Th1_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7 | Count,CD4p_CD45RAn_CXCR3p_CCR6n_PD1n_7/CD4p_CD45RAn_CXCR3p_CCR6n_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3+CCR6-PD1+,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_CXCR3p_CCR6n_PD1p_7 | Count,Th1_PD1p_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7 | Count,CD4p_CD45RAn_CXCR3p_CCR6n_PD1p_7/CD4p_CD45RAn_7,NA,NA,NA
P7,CD3+CD4+CD45RA-CXCR3+CCR6-TIM3-PD1-,Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7/CD4p_CD45RAn_CXCR3p_CCR6n_TIM3n_PD1n_7 | Count,Th1_TIM3n_PD1n_cells,"fraction, counts per ml of blood",Time_7/Cells_7/Singlets1_7/Singlets2_7/CD3p_CD4p_T_7/CD4p_CD45RAn_7/CD4p_CD45RAn_CXCR3p_CCR6n_7 | Count,CD4p_CD45RAn_CXCR3p_CCR6n_TIM3n_PD1n_7/CD4p_CD45RAn_CXCR3p_CCR6n_7,NA,NA,NA
